sample_date,species_name,larger_group,density,avg_length,individuals_measured,ug_m2,ug_m3,ug_L
2015-07-10,tropocyclops,COPEPODA,9196,0.70225,NA,56610.09978506314,18870.033261687713,18.870033261687713
2015-07-10,diaptomid,COPEPODA,6366,0.86,9,12552.840552329584,4184.280184109862,4.184280184109862
2015-07-10,chydorus,CLADOCERA,1650,0.25,7,1493.5750436148926,497.8583478716309,0.49785834787163086
2015-07-10,daphnia mendotae,CLADOCERA,472,0.94,2,4693.641822615861,1564.547274205287,1.564547274205287
2015-07-10,daphnia retrocurva,CLADOCERA,707,1.25,3,9869.17358320558,3289.7245277351935,3.2897245277351934
2015-07-10,diaphanosoma birgei,CLADOCERA,58239,0.74,99,215576.73895355195,71858.91298451732,71.85891298451732
2015-07-10,sinobosmina fryei,CLADOCERA,6602,0.27,28,6324.208858503826,2108.0696195012756,2.1080696195012756
2015-08-05,copepod nauplii,COPEPODA,323261,0.5731928104575164,NA,376342.4175576779,125447.47251922596,125.44747251922597
2015-08-05,copepodites,COPEPODA,171180,0.35,95,97138.95629519469,32379.65209839823,32.37965209839823
2015-08-05,mesocyclops edax,COPEPODA,68613,1.1383269314459792,NA,993263.0015222769,331087.6671740923,331.0876671740923
2015-08-05,tropocyclops,COPEPODA,54466,0.70225,NA,335289.8754777348,111763.2918259116,111.7632918259116
2015-08-05,diaptomid,COPEPODA,1415,1.04,2,4453.153265091776,1484.3844216972586,1.4843844216972586
2015-08-05,chydorus,CLADOCERA,11082,0.22,47,7788.595469928152,2596.1984899760505,2.5961984899760506
2015-08-05,daphnia retrocurva,CLADOCERA,472,0.96,2,3183.8353901557753,1061.2784633852584,1.0612784633852583
2015-08-05,diaphanosoma birgei,CLADOCERA,28294,0.65,90,91452.5579952117,30484.1859984039,30.484185998403902
2015-08-05,sinobosmina fryei,CLADOCERA,14619,0.26,62,12873.969430623336,4291.323143541112,4.291323143541112
2015-11-09,copepod nauplii,COPEPODA,106103,0.5731928104575164,NA,123525.75637061785,41175.252123539285,41.17525212353929
2015-11-09,copepodites,COPEPODA,41027,0.41,58,34035.18549928049,11345.061833093496,11.345061833093496
2015-11-09,diacyclops thomasi,COPEPODA,7781,0.44,NA,13894.19108206782,4631.39702735594,4.6313970273559395
2015-11-09,tropocyclops,COPEPODA,33246,0.70225,NA,204660.65435561212,68220.21811853738,68.22021811853737
2015-11-09,diaptomid,COPEPODA,18391,1.38,26,116069.22509344958,38689.74169781653,38.68974169781653
2015-11-09,chydorus,CLADOCERA,10846,0.25,46,9817.76662002856,3272.5888733428533,3.2725888733428534
2015-11-09,daphnia mendotae,CLADOCERA,943,1.16,4,12936.983154300684,4312.327718100228,4.312327718100228
2015-11-09,daphnia retrocurva,CLADOCERA,707,1.43,3,14297.370454336651,4765.790151445551,4.76579015144555
2015-11-09,daphnia pulicaria,CLADOCERA,236,0.83,1,994.2762515401446,331.4254171800482,0.3314254171800482
2015-11-09,sinobosmina fryei,CLADOCERA,194758,0.35,95,332701.76223133033,110900.58741044345,110.90058741044345
2016-02-05,copepod nauplii,COPEPODA,21221,0.5731928104575164,NA,24705.616956550533,8235.205652183511,8.235205652183511
2016-02-05,copepodites,COPEPODA,707,0.4543915343915344,NA,750.6354555372639,250.21181851242127,0.25021181851242125
2016-02-05,diacyclops thomasi,COPEPODA,2122,0.44,NA,3789.1625081799148,1263.0541693933048,1.2630541693933048
2016-02-05,diaptomid,COPEPODA,3537,1.1102891156462584,NA,13074.256785927553,4358.085595309184,4.358085595309184
2016-02-05,chydorus,CLADOCERA,9196,0.23,39,7057.590400178869,2352.530133392956,2.352530133392956
2016-02-05,daphnia retrocurva,CLADOCERA,236,0.64,1,520.8995392044828,173.63317973482762,0.17363317973482761
2016-02-05,sinobosmina fryei,CLADOCERA,55645,0.37,92,107592.58139311256,35864.19379770419,35.86419379770419
2016-03-30,copepod nauplii,COPEPODA,437853,0.5731928104575164,NA,509751.1192345564,169917.03974485214,169.91703974485213
2016-03-30,copepodites,COPEPODA,9196,0.4543915343915344,NA,9763.56951785103,3254.52317261701,3.25452317261701
2016-03-30,diacyclops thomasi,COPEPODA,13440,0.44,NA,23999.219655955727,7999.739885318576,7.999739885318576
2016-03-30,tropocyclops,COPEPODA,707,0.70225,NA,4352.255387999091,1450.751795999697,1.450751795999697
2016-03-30,diaptomid,COPEPODA,2829,1.1102891156462584,NA,10457.187573477253,3485.729191159084,3.485729191159084
2016-03-30,chydorus,CLADOCERA,14854,0.23,63,11399.896455443335,3799.9654851477785,3.7999654851477787
2016-03-30,daphnia parvula,CLADOCERA,236,0.96,1,2423.6569486238777,807.8856495412925,0.8078856495412925
2016-03-30,daphnia retrocurva,CLADOCERA,707,0.93,3,4369.5683753590265,1456.5227917863422,1.4565227917863421
2016-03-30,diaphanosoma birgei,CLADOCERA,236,1.97,1,2431.7850917853825,810.5950305951275,0.8105950305951275
2016-03-30,sinobosmina fryei,CLADOCERA,218809,0.35,90,373787.67440657207,124595.89146885736,124.59589146885736
2016-04-27,copepod nauplii,COPEPODA,397534,0.5731928104575164,NA,462811.494802571,154270.49826752368,154.2704982675237
2016-04-27,copepodites,COPEPODA,93371,0.4543915343915344,NA,99133.78093206487,33044.593644021625,33.044593644021624
2016-04-27,diacyclops thomasi,COPEPODA,367825,0.44,NA,656809.0007404699,218936.33358015664,218.93633358015666
2016-04-27,tropocyclops,COPEPODA,9903,0.70225,NA,60962.35517306223,20320.785057687408,20.32078505768741
2016-04-27,diaptomid,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2016-04-27,chydorus,CLADOCERA,23579,0.22,82,16571.674118880695,5523.891372960232,5.5238913729602315
2016-04-27,daphnia retrocurva,CLADOCERA,5187,0.56,22,7924.626565029311,2641.5421883431036,2.6415421883431036
2016-04-27,daphnia pulicaria,CLADOCERA,1886,0.85,8,8477.422310118138,2825.807436706046,2.8258074367060457
2016-04-27,diaphanosoma birgei,CLADOCERA,472,0.72,2,1697.8063732946507,565.9354577648836,0.5659354577648836
2016-04-27,sinobosmina fryei,CLADOCERA,357922,0.3,90,433627.7827669078,144542.59425563595,144.54259425563595
2016-06-09,copepod nauplii,COPEPODA,95493,0.5731928104575164,NA,111173.52999537629,37057.84333179209,37.05784333179209
2016-06-09,copepodites,COPEPODA,16269,0.4543915343915344,NA,17273.10923074363,5757.703076914543,5.757703076914543
2016-06-09,acanthocyclops,COPEPODA,21928,0.54,NA,27784.633849728496,9261.544616576166,9.261544616576167
2016-06-09,diacyclops thomasi,COPEPODA,5659,0.44,NA,10105.028573887907,3368.3428579626357,3.3683428579626358
2016-06-09,mesocyclops edax,COPEPODA,130861,1.1383269314459792,NA,1894384.2951365875,631461.4317121959,631.4614317121958
2016-06-09,tropocyclops,COPEPODA,12025,0.70225,NA,74025.2772852745,24675.092428424832,24.675092428424833
2016-06-09,diaptomid,COPEPODA,2122,1.1102891156462584,NA,7843.814786468269,2614.6049288227564,2.6146049288227564
2016-06-09,chydorus,CLADOCERA,20278,0.19,81,10661.708640208311,3553.9028800694373,3.553902880069437
2016-06-09,daphnia mendotae,CLADOCERA,4716,0.68,15,28573.710444321074,9524.570148107025,9.524570148107024
2016-06-09,daphnia parvula,CLADOCERA,52109,0.49,90,191222.27702177552,63740.75900725851,63.74075900725851
2016-06-09,daphnia retrocurva,CLADOCERA,159155,0.52,90,198247.4479235389,66082.48264117962,66.08248264117962
2016-06-09,daphnia pulicaria,CLADOCERA,15562,0.67,46,36617.73913481337,12205.91304493779,12.20591304493779
2016-06-09,diaphanosoma birgei,CLADOCERA,8724,0.49,37,20984.758753234393,6994.919584411465,6.994919584411464
2016-06-09,sinobosmina fryei,CLADOCERA,284593,0.23,90,190690.67256477618,63563.55752159206,63.56355752159206
2016-07-07,copepod nauplii,COPEPODA,410973,0.5731928104575164,NA,478457.26014252123,159485.7533808404,159.4857533808404
2016-07-07,copepodites,COPEPODA,186742,0.4543915343915344,NA,198267.56186412973,66089.18728804325,66.08918728804325
2016-07-07,acanthocyclops,COPEPODA,11318,0.54,NA,14340.864917513094,4780.288305837698,4.780288305837698
2016-07-07,diacyclops thomasi,COPEPODA,6366,0.44,NA,11367.487524539743,3789.1625081799143,3.7891625081799143
2016-07-07,mesocyclops edax,COPEPODA,181790,1.1383269314459792,NA,2631648.245182906,877216.0817276352,877.2160817276352
2016-07-07,tropocyclops,COPEPODA,36782,0.70225,NA,226428.08724382258,75476.02908127419,75.47602908127419
2016-07-07,diaptomid,COPEPODA,2829,1.1102891156462584,NA,10457.187573477253,3485.729191159084,3.485729191159084
2016-07-07,chydorus,CLADOCERA,115535,0.21,90,74055.94828787968,24685.316095959894,24.685316095959895
2016-07-07,daphnia parvula,CLADOCERA,707,0.71,3,4576.175206518601,1525.3917355062003,1.5253917355062003
2016-07-07,daphnia retrocurva,CLADOCERA,11318,0.76,47,40109.034240386936,13369.678080128979,13.36967808012898
2016-07-07,diaphanosoma birgei,CLADOCERA,146187,0.56,91,404327.664681629,134775.88822720965,134.77588822720966
2016-07-07,sinobosmina fryei,CLADOCERA,853070,0.24,90,628479.7163184606,209493.23877282022,209.4932387728202
2016-08-03,copepod nauplii,COPEPODA,227768,0.5731928104575164,NA,265168.8875623016,88389.62918743386,88.38962918743387
2016-08-03,copepodites,COPEPODA,75687,0.4543915343915344,NA,80358.3390710734,26786.11302369113,26.78611302369113
2016-08-03,acanthocyclops,COPEPODA,22635,0.54,NA,28680.46275030119,9560.154250100397,9.560154250100396
2016-08-03,diacyclops thomasi,COPEPODA,12025,0.44,NA,21472.516098427648,7157.505366142549,7.157505366142549
2016-08-03,mesocyclops edax,COPEPODA,19806,1.1383269314459792,NA,286717.7795483395,95572.59318277983,95.57259318277984
2016-08-03,tropocyclops,COPEPODA,14147,0.70225,NA,87088.19939748675,29029.39979916225,29.02939979916225
2016-08-03,diaptomid,COPEPODA,4244,1.1102891156462584,NA,15687.629572936537,5229.209857645513,5.229209857645513
2016-08-03,chydorus,CLADOCERA,11318,0.19,46,5950.745556261843,1983.581852087281,1.983581852087281
2016-08-03,daphnia mendotae,CLADOCERA,943,0.83,4,7751.2669577304605,2583.75565257682,2.58375565257682
2016-08-03,daphnia parvula,CLADOCERA,19099,0.39,30,49424.85401019249,16474.95133673083,16.47495133673083
2016-08-03,daphnia retrocurva,CLADOCERA,30652,0.6,47,56633.84500484959,18877.948334949862,18.877948334949863
2016-08-03,daphnia pulicaria,CLADOCERA,236,0.42,1,155.9023727473016,51.967457582433866,0.05196745758243387
2016-08-03,diaphanosoma birgei,CLADOCERA,242623,0.49,90,583606.7311996777,194535.57706655923,194.53557706655923
2016-08-03,sinobosmina fryei,CLADOCERA,69557,0.25,90,56126.32844744997,18708.776149149988,18.708776149149987
2016-09-08,copepod nauplii,COPEPODA,236964,0.5731928104575164,NA,275874.92655822256,91958.30885274085,91.95830885274086
2016-09-08,copepodites,COPEPODA,162692,0.4543915343915344,NA,172733.21574578292,57577.73858192764,57.57773858192764
2016-09-08,acanthocyclops,COPEPODA,707,0.54,NA,895.8289005726946,298.6096335242315,0.29860963352423153
2016-09-08,diacyclops thomasi,COPEPODA,2122,0.44,NA,3789.1625081799148,1263.0541693933048,1.2630541693933048
2016-09-08,mesocyclops edax,COPEPODA,28294,1.1383269314459792,NA,409592.6918378631,136530.89727928772,136.53089727928773
2016-09-08,tropocyclops,COPEPODA,25465,0.70225,NA,156761.22129476216,52253.74043158739,52.25374043158739
2016-09-08,diaptomid,COPEPODA,4244,1.1102891156462584,NA,15687.629572936537,5229.209857645513,5.229209857645513
2016-09-08,chydorus,CLADOCERA,13911,0.2,59,8095.774316318911,2698.5914387729704,2.6985914387729704
2016-09-08,daphnia retrocurva,CLADOCERA,12497,0.69,53,33935.76865860492,11311.922886201639,11.31192288620164
2016-09-08,daphnia pulicaria,CLADOCERA,472,0.74,2,1455.3080391691997,485.10267972306656,0.48510267972306653
2016-09-08,diaphanosoma birgei,CLADOCERA,33717,0.46,90,75918.53472734914,25306.17824244971,25.30617824244971
2016-09-08,sinobosmina fryei,CLADOCERA,185563,0.25,92,149732.8793032212,49910.9597677404,49.9109597677404
2016-11-01,copepod nauplii,COPEPODA,393290,0.5731928104575164,NA,457870.6042524744,152623.5347508248,152.6235347508248
2016-11-01,copepodites,COPEPODA,62955,0.4543915343915344,NA,66840.53055636272,22280.176852120905,22.280176852120906
2016-11-01,acanthocyclops,COPEPODA,56588,0.54,NA,71701.79041811547,23900.59680603849,23.90059680603849
2016-11-01,diacyclops thomasi,COPEPODA,12025,0.44,NA,21472.516098427648,7157.505366142549,7.157505366142549
2016-11-01,mesocyclops edax,COPEPODA,6366,1.1383269314459792,NA,92156.18421714274,30718.728072380913,30.718728072380912
2016-11-01,tropocyclops,COPEPODA,36782,0.70225,NA,226428.08724382258,75476.02908127419,75.47602908127419
2016-11-01,diaptomid,COPEPODA,6366,1.1102891156462584,NA,23531.444359404806,7843.814786468269,7.843814786468268
2016-11-01,chydorus,CLADOCERA,18391,0.2,56,10702.996581943864,3567.665527314621,3.567665527314621
2016-11-01,daphnia mendotae,CLADOCERA,4951,0.98,20,52475.28091273314,17491.76030424438,17.49176030424438
2016-11-01,daphnia retrocurva,CLADOCERA,23107,0.79,79,91104.66850413523,30368.222834711745,30.368222834711744
2016-11-01,daphnia pulicaria,CLADOCERA,707,0.99,3,4811.159946420277,1603.7199821400925,1.6037199821400925
2016-11-01,diaphanosoma birgei,CLADOCERA,943,0.63,4,2949.996317627748,983.332105875916,0.983332105875916
2016-11-01,sinobosmina fryei,CLADOCERA,626953,0.29,105,704277.9305817467,234759.3101939156,234.75931019391558
2017-02-16,copepod nauplii,COPEPODA,347311,0.5731928104575164,NA,404341.57347893703,134780.52449297902,134.78052449297903
2017-02-16,copepodites,COPEPODA,200182,0.4543915343915344,NA,212537.067553551,70845.689184517,70.845689184517
2017-02-16,acanthocyclops,COPEPODA,28294,0.54,NA,35850.89520905774,11950.298403019246,11.950298403019245
2017-02-16,diacyclops thomasi,COPEPODA,273039,0.44,NA,487553.78985435236,162517.9299514508,162.51792995145078
2017-02-16,diaptomid,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2017-02-16,chydorus,CLADOCERA,236,0.29,1,286.58677316371006,95.52892438790336,0.09552892438790336
2017-02-16,daphnia mendotae,CLADOCERA,3065,0.74,13,21135.696361316554,7045.232120438851,7.045232120438851
2017-02-16,daphnia parvula,CLADOCERA,1886,1.01,8,20933.505426869226,6977.835142289742,6.9778351422897424
2017-02-16,sinobosmina fryei,CLADOCERA,71207,0.33,90,106689.04554946546,35563.015183155156,35.56301518315516
2017-06-14,copepod nauplii,COPEPODA,261721,0.5731928104575164,NA,304697.176169142,101565.725389714,101.565725389714
2017-06-14,copepodites,COPEPODA,42441,0.4543915343915344,NA,45060.42343487555,15020.141144958516,15.020141144958515
2017-06-14,mesocyclops edax,COPEPODA,119543,1.1383269314459792,NA,1730541.4278777717,576847.1426259239,576.8471426259239
2017-06-14,tropocyclops,COPEPODA,1415,0.70225,NA,8710.666724213173,2903.5555747377243,2.9035555747377244
2017-06-14,diaptomid,COPEPODA,9196,1.1102891156462584,NA,33992.32835832337,11330.776119441123,11.330776119441124
2017-06-14,chydorus,CLADOCERA,10139,0.18,43,4789.758723630527,1596.5862412101758,1.596586241210176
2017-06-14,daphnia mendotae,CLADOCERA,37961,0.52,91,152564.5616907128,50854.85389690427,50.854853896904274
2017-06-14,daphnia parvula,CLADOCERA,236,0.59,1,1150.6876606267704,383.5625535422568,0.3835625535422568
2017-06-14,daphnia retrocurva,CLADOCERA,37961,0.62,90,76769.75123405675,25589.917078018916,25.589917078018917
2017-06-14,diaphanosoma birgei,CLADOCERA,472,0.54,2,1256.7596149576605,418.91987165255347,0.41891987165255345
2017-06-14,sinobosmina fryei,CLADOCERA,34425,0.27,94,32976.50559739385,10992.168532464617,10.992168532464618
2017-07-12,copepod nauplii,COPEPODA,198059,0.5731928104575164,NA,230581.4895055578,76860.4965018526,76.8604965018526
2017-07-12,copepodites,COPEPODA,60125,0.4543915343915344,NA,63835.86529586703,21278.621765289008,21.278621765289007
2017-07-12,acanthocyclops,COPEPODA,1415,0.54,NA,1792.9248858703859,597.641628623462,0.597641628623462
2017-07-12,diacyclops thomasi,COPEPODA,1415,0.44,NA,2526.703557528077,842.2345191760256,0.8422345191760257
2017-07-12,mesocyclops edax,COPEPODA,110347,1.1383269314459792,NA,1597417.2886913368,532472.4295637789,532.472429563779
2017-07-12,tropocyclops,COPEPODA,707,0.70225,NA,4352.255387999091,1450.751795999697,1.450751795999697
2017-07-12,diaptomid,COPEPODA,17684,1.1102891156462584,NA,65367.58750419645,21789.19583473215,21.789195834732148
2017-07-12,chydorus,CLADOCERA,29473,0.24,73,24607.731593248514,8202.577197749504,8.202577197749504
2017-07-12,daphnia mendotae,CLADOCERA,6366,0.61,27,32663.750726285238,10887.916908761747,10.887916908761747
2017-07-12,daphnia parvula,CLADOCERA,236,0.58,1,1120.9783463127073,373.65944877090243,0.3736594487709024
2017-07-12,daphnia retrocurva,CLADOCERA,4951,0.61,21,9573.893535966516,3191.2978453221717,3.191297845322172
2017-07-12,diaphanosoma birgei,CLADOCERA,32303,0.58,93,92683.50948348653,30894.503161162178,30.894503161162177
2017-07-12,sinobosmina fryei,CLADOCERA,5423,0.25,23,4375.87991389107,1458.62663796369,1.45862663796369
2017-08-09,copepod nauplii,COPEPODA,367825,0.5731928104575164,NA,428224.09674582724,142741.3655819424,142.7413655819424
2017-08-09,copepodites,COPEPODA,181790,0.4543915343915344,NA,193009.92851784892,64336.64283928298,64.33664283928297
2017-08-09,diacyclops thomasi,COPEPODA,2829,0.44,NA,5051.6214588317525,1683.8738196105842,1.6838738196105842
2017-08-09,mesocyclops edax,COPEPODA,179668,1.1383269314459792,NA,2600929.5171105247,866976.5057035083,866.9765057035082
2017-08-09,tropocyclops,COPEPODA,28294,0.70225,NA,174176.3987949735,58058.7995983245,58.0587995983245
2017-08-09,diaptomid,COPEPODA,8488,1.1102891156462584,NA,31375.259145873075,10458.419715291026,10.458419715291026
2017-08-09,chydorus,CLADOCERA,5423,0.2,23,3156.0192737687767,1052.0064245895921,1.0520064245895921
2017-08-09,daphnia mendotae,CLADOCERA,236,1.28,1,3764.0241683053396,1254.6747227684466,1.2546747227684465
2017-08-09,daphnia retrocurva,CLADOCERA,707,0.77,3,2597.368479054647,865.7894930182157,0.8657894930182157
2017-08-09,diaphanosoma birgei,CLADOCERA,39848,0.58,97,114331.56319530604,38110.52106510201,38.11052106510201
2017-08-09,sinobosmina fryei,CLADOCERA,16033,0.21,68,8771.049055079198,2923.6830183597326,2.9236830183597324
2017-09-08,copepod nauplii,COPEPODA,241208,0.5731928104575164,NA,280815.8171083192,93605.27236943973,93.60527236943973
2017-09-08,copepodites,COPEPODA,154203,0.4543915343915344,NA,163720.28168346916,54573.42722782306,54.57342722782305
2017-09-08,acanthocyclops,COPEPODA,79931,0.54,NA,101279.34915371436,33759.78305123812,33.75978305123812
2017-09-08,diacyclops thomasi,COPEPODA,707,0.44,NA,1262.4589506518378,420.8196502172793,0.4208196502172793
2017-09-08,mesocyclops edax,COPEPODA,32538,1.1383269314459792,NA,471030.14798262494,157010.04932754164,157.01004932754165
2017-09-08,diaptomid,COPEPODA,2122,1.1102891156462584,NA,7843.814786468269,2614.6049288227564,2.6146049288227564
2017-09-08,chydorus,CLADOCERA,14147,0.18,60,6683.175526501733,2227.7251755005777,2.2277251755005776
2017-09-08,daphnia mendotae,CLADOCERA,1415,0.82,6,11417.265531499705,3805.755177166568,3.805755177166568
2017-09-08,diaphanosoma birgei,CLADOCERA,13911,0.54,59,37039.79449931359,12346.598166437863,12.346598166437863
2017-09-08,sinobosmina fryei,CLADOCERA,1179,0.28,5,1224.7613992173815,408.25379973912715,0.4082537997391271
2017-10-31,copepod nauplii,COPEPODA,92664,0.5731928104575164,NA,107879.99103066768,35959.997010222556,35.95999701022256
2017-10-31,copepodites,COPEPODA,19099,0.4543915343915344,NA,20277.774491239325,6759.258163746442,6.759258163746442
2017-10-31,acanthocyclops,COPEPODA,3537,0.54,NA,4481.678672313466,1493.8928907711554,1.4938928907711555
2017-10-31,diaptomid,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2017-10-31,chydorus,CLADOCERA,2594,0.19,11,1363.8658749728947,454.62195832429825,0.45462195832429825
2017-10-31,sinobosmina fryei,CLADOCERA,4244,0.26,18,3737.405175700488,1245.801725233496,1.245801725233496
2018-02-26,copepod nauplii,COPEPODA,17684,0.5731928104575164,NA,20587.82009611421,6862.606698704737,6.862606698704737
2018-02-26,copepodites,COPEPODA,4244,0.4543915343915344,NA,4505.936171570223,1501.9787238567412,1.5019787238567412
2018-02-26,acanthocyclops,COPEPODA,39612,0.54,NA,50191.760126570836,16730.586708856947,16.730586708856947
2018-02-26,diacyclops thomasi,COPEPODA,19099,0.44,NA,34104.24822984363,11368.08274328121,11.36808274328121
2018-02-26,mesocyclops edax,COPEPODA,2122,1.1383269314459792,NA,30718.728072380913,10239.57602412697,10.23957602412697
2018-02-26,diaptomid,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2018-02-26,sinobosmina fryei,CLADOCERA,707,0.32,3,989.0698148804386,329.68993829347954,0.32968993829347953
2018-04-26,copepod nauplii,COPEPODA,186742,0.5731928104575164,NA,217406.16944065594,72468.72314688531,72.46872314688531
2018-04-26,acanthocyclops,COPEPODA,117421,0.54,NA,148782.3554938421,49594.11849794737,49.59411849794737
2018-04-26,diacyclops thomasi,COPEPODA,70028,0.44,NA,125045.93408238598,41681.97802746199,41.681978027461994
2018-04-26,mesocyclops edax,COPEPODA,4951,1.1383269314459792,NA,71672.20673249665,23890.735577498883,23.890735577498884
2018-04-26,diaptomid,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2018-04-26,chydorus,CLADOCERA,943,0.29,4,1145.1327419210957,381.71091397369855,0.38171091397369855
2018-04-26,daphnia mendotae,CLADOCERA,1415,0.46,6,4714.071644897651,1571.3572149658837,1.5713572149658837
2018-04-26,sinobosmina fryei,CLADOCERA,7781,0.38,33,15966.46407045714,5322.15469015238,5.32215469015238
2018-06-14,copepod nauplii,COPEPODA,38197,0.5731928104575164,NA,44469.17915693703,14823.059718979011,14.823059718979012
2018-06-14,copepodites,COPEPODA,7074,0.4543915343915344,NA,7510.601432065919,2503.5338106886397,2.50353381068864
2018-06-14,diacyclops thomasi,COPEPODA,2122,0.44,NA,3789.1625081799148,1263.0541693933048,1.2630541693933048
2018-06-14,mesocyclops edax,COPEPODA,13440,1.1383269314459792,NA,194561.59533119673,64853.86511039891,64.85386511039891
2018-06-14,tropocyclops,COPEPODA,1415,0.70225,NA,8710.666724213173,2903.5555747377243,2.9035555747377244
2018-06-14,diaptomid,COPEPODA,1415,1.1102891156462584,NA,5230.441999459284,1743.480666486428,1.743480666486428
2018-06-14,chydorus,CLADOCERA,9667,0.21,41,6196.380768589024,2065.4602561963416,2.0654602561963418
2018-06-14,daphnia mendotae,CLADOCERA,2829,0.48,12,10059.027458871948,3353.009152957316,3.353009152957316
2018-06-14,daphnia parvula,CLADOCERA,2829,0.69,12,17527.80491585253,5842.60163861751,5.84260163861751
2018-06-14,daphnia retrocurva,CLADOCERA,2358,0.61,10,4559.7335806522005,1519.9111935507335,1.5199111935507335
2018-06-14,diaphanosoma birgei,CLADOCERA,472,0.59,2,1378.682187695246,459.56072923174867,0.4595607292317487
2018-06-14,sinobosmina fryei,CLADOCERA,22400,0.26,88,19726.172463640654,6575.390821213551,6.575390821213551
2018-07-13,copepod nauplii,COPEPODA,32538,0.5731928104575164,NA,37880.937021452395,12626.979007150798,12.626979007150798
2018-07-13,copepodites,COPEPODA,1415,0.4543915343915344,NA,1502.3326302478476,500.7775434159492,0.5007775434159492
2018-07-13,acanthocyclops,COPEPODA,707,0.54,NA,895.8289005726946,298.6096335242315,0.29860963352423153
2018-07-13,diacyclops thomasi,COPEPODA,707,0.44,NA,1262.4589506518378,420.8196502172793,0.4208196502172793
2018-07-13,mesocyclops edax,COPEPODA,707,1.1383269314459792,NA,10234.750587734829,3411.583529244943,3.411583529244943
2018-07-13,tropocyclops,COPEPODA,3537,0.70225,NA,21773.58883642544,7257.862945475146,7.257862945475146
2018-07-13,diaptomid,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2018-07-13,daphnia mendotae,CLADOCERA,1179,0.5,5,4462.368287128064,1487.4560957093547,1.4874560957093548
2018-07-13,daphnia retrocurva,CLADOCERA,1650,0.62,7,3336.8480687071897,1112.2826895690632,1.1122826895690632
2018-07-13,diaphanosoma birgei,CLADOCERA,3537,0.34,15,5805.888860767899,1935.296286922633,1.9352962869226331
2018-07-13,sinobosmina fryei,CLADOCERA,4008,0.32,17,5607.060562999714,1869.0201876665715,1.8690201876665715
2018-08-09,copepod nauplii,COPEPODA,84883,0.5731928104575164,NA,98821.30362013473,32940.43454004491,32.94043454004491
2018-08-09,copepodites,COPEPODA,52344,0.4543915343915344,NA,55574.628408263845,18524.876136087947,18.524876136087947
2018-08-09,mesocyclops edax,COPEPODA,707,1.1383269314459792,NA,10234.750587734829,3411.583529244943,3.411583529244943
2018-08-09,tropocyclops,COPEPODA,21928,0.70225,NA,134987.6324583367,44995.87748611224,44.995877486112235
2018-08-09,chydorus,CLADOCERA,943,0.22,4,662.7545143604266,220.91817145347554,0.22091817145347553
2018-08-09,diaphanosoma birgei,CLADOCERA,236,0.82,1,972.5570125341075,324.1856708447025,0.3241856708447025
2018-08-09,sinobosmina fryei,CLADOCERA,10610,0.19,45,4643.685012526528,1547.8950041755095,1.5478950041755095
2018-09-06,copepod nauplii,COPEPODA,24050,0.5731928104575164,NA,27999.155921259146,9333.051973753049,9.333051973753049
2018-09-06,copepodites,COPEPODA,3537,0.4543915343915344,NA,3755.3007160329594,1251.7669053443199,1.25176690534432
2018-09-06,acanthocyclops,COPEPODA,707,0.54,NA,895.8289005726946,298.6096335242315,0.29860963352423153
2018-09-06,mesocyclops edax,COPEPODA,4951,1.1383269314459792,NA,71672.20673249665,23890.735577498883,23.890735577498884
2018-09-06,tropocyclops,COPEPODA,50930,0.70225,NA,313522.4425895243,104507.48086317477,104.50748086317478
2018-09-06,diaptomid,COPEPODA,707,1.1102891156462584,NA,2613.3727870089847,871.1242623363282,0.8711242623363282
2018-09-06,daphnia mendotae,CLADOCERA,472,0.91,2,4466.371482934399,1488.7904943114663,1.4887904943114663
2018-09-06,diaphanosoma birgei,CLADOCERA,236,0.69,1,811.9549146217787,270.65163820725957,0.27065163820725957
2018-11-01,copepod nauplii,COPEPODA,6366,0.5731928104575164,NA,7411.335825144936,2470.445275048312,2.470445275048312
2018-11-01,acanthocyclops,COPEPODA,3537,0.54,NA,4481.678672313466,1493.8928907711554,1.4938928907711555
2018-11-01,diaptomid,COPEPODA,2122,1.1102891156462584,NA,7843.814786468269,2614.6049288227564,2.6146049288227564
2018-11-01,sinobosmina fryei,CLADOCERA,943,0.3,4,1142.4584103497243,380.8194701165748,0.3808194701165748
2007-03-08,diaptomus spp,COPEPODA,15562,1.1102891156462584,NA,57523.77271772818,19174.590905909394,19.174590905909394
2007-04-18,diaptomus spp,COPEPODA,12025,1.1102891156462584,NA,44449.515931800626,14816.505310600209,14.816505310600208
2007-07-11,diaptomus spp,COPEPODA,31831,1.1102891156462584,NA,117660.91822246535,39220.306074155116,39.22030607415512
2007-08-08,diaptomus spp,COPEPODA,6366,1.1102891156462584,NA,23531.444359404806,7843.814786468269,7.843814786468268
